ts,prev,hash,json
1759613218,GENESIS,051071634828b885093604689eda79e9cc094b72c5e43b74e382f5444a2f45f8,{"accepted": true, "best_score": 5.974700948231714e-09, "checkpoint": true, "coverage": 0.12359550561797752, "cx": 0.6109423525312737, "cycle": 1, "elite": 4, "mut": 0.1047213595499958, "novelty": 0.0, "objective": 0.23916358497863743, "reasons": {"consent": 1.0, "ece": 0.05, "eco_ok": 1.0, "rho": 0.9, "rho_bias": 1.0}}
1759613218,051071634828b885093604689eda79e9cc094b72c5e43b74e382f5444a2f45f8,b0dde5f0688cd38a1ddbc1545c1a70108cc30adee954553709aa3b7ea66a375d,{"accepted": true, "best_score": 1.2009326436480607, "checkpoint": true, "coverage": 0.15730337078651685, "cx": 0.6968847050625474, "cycle": 2, "elite": 4, "mut": 0.08944271909999159, "novelty": 4.924733598829953, "objective": 2.123174533694523, "reasons": {"consent": 1.0, "ece": 0.05, "eco_ok": 1.0, "rho": 0.9, "rho_bias": 1.0}}
1759613218,b0dde5f0688cd38a1ddbc1545c1a70108cc30adee954553709aa3b7ea66a375d,dad411266db2e67df0da4b21bdfbe9d4339670f6eef8614fbdd72ce0a3e04682,{"accepted": false, "best_score": 1.1267091181013842, "checkpoint": false, "coverage": 0.1797752808988764, "cx": 0.557827057593821, "cycle": 3, "elite": 4, "mut": 0.11416407864998737, "novelty": 4.493977611222291, "objective": 2.3454582511189073, "reasons": {"consent": 1.0, "ece": 0.05, "eco_ok": 1.0, "rho": 0.9, "rho_bias": 1.0}}
1759613219,dad411266db2e67df0da4b21bdfbe9d4339670f6eef8614fbdd72ce0a3e04682,2a2865766a6b035bfc74f866ec4900a078bc8816cbb540fd93da72609d24a0ad,{"accepted": false, "best_score": 1.1231771900332181, "checkpoint": false, "coverage": 0.1797752808988764, "cx": 0.6437694101250947, "cycle": 4, "elite": 4, "mut": 0.09888543819998317, "novelty": 3.733775586901512, "objective": 2.0314389793513983, "reasons": {"consent": 1.0, "ece": 0.05, "eco_ok": 1.0, "rho": 0.9, "rho_bias": 1.0}}
1759613219,2a2865766a6b035bfc74f866ec4900a078bc8816cbb540fd93da72609d24a0ad,733eb0ece2358d8d8ef235a0d523e5a3f4471fba61c8ad52b15731ddce053e8c,{"accepted": false, "best_score": 1.0516246347355955, "checkpoint": true, "coverage": 0.21348314606741572, "cx": 0.7297117626563683, "cycle": 5, "elite": 4, "mut": 0.08360679774997896, "novelty": 4.2029661440518264, "objective": 1.34400432339021, "reasons": {"consent": 1.0, "ece": 0.05, "eco_ok": 1.0, "rho": 0.9, "rho_bias": 1.0}}
1759613219,733eb0ece2358d8d8ef235a0d523e5a3f4471fba61c8ad52b15731ddce053e8c,81bacbf7d1de8489026dc832a1558b904326fa54d5ea8f0030a6e10ae99acaeb,{"accepted": false, "best_score": 1.0461710830303634, "checkpoint": false, "coverage": 0.24719101123595505, "cx": 0.5906541151876421, "cycle": 6, "elite": 4, "mut": 0.10832815729997476, "novelty": 2.2314463535178857, "objective": 1.7981159644230145, "reasons": {"consent": 1.0, "ece": 0.05, "eco_ok": 1.0, "rho": 0.9, "rho_bias": 1.0}}
1759613220,81bacbf7d1de8489026dc832a1558b904326fa54d5ea8f0030a6e10ae99acaeb,63a4f7d671f38575bab89e89bb1a0fa17a9236962d4a68f1d295af9fbd25443b,{"accepted": false, "best_score": 1.0581583800450547, "checkpoint": false, "coverage": 0.25842696629213485, "cx": 0.6765964677189157, "cycle": 7, "elite": 4, "mut": 0.09304951684997054, "novelty": 2.2854530145570804, "objective": 1.9007248006850943, "reasons": {"consent": 1.0, "ece": 0.05, "eco_ok": 1.0, "rho": 0.9, "rho_bias": 1.0}}
1759617545,63a4f7d671f38575bab89e89bb1a0fa17a9236962d4a68f1d295af9fbd25443b,3fcd45286b581e3388652e19c618fa100a8e5b058421cd9c8eab07bd0a2844bf,{"accepted": true, "best_score": 5.829041469823265e-09, "checkpoint": true, "coverage": 0.12359550561797752, "cx": 0.6109423525312737, "cycle": 1, "elite": 4, "mut": 0.1047213595499958, "novelty": 0.0, "objective": 0.09497682761471066, "reasons": {"consent": 1.0, "ece": 0.05, "eco_ok": 1.0, "rho": 0.09497682761471066, "rho_bias": 1.0}}
1759617545,3fcd45286b581e3388652e19c618fa100a8e5b058421cd9c8eab07bd0a2844bf,85e4c3125e507ff1b9d517d0424b37d7b553c00f0bb737b1c4a4d870ed302fd1,{"accepted": true, "best_score": 0.7851010688404877, "checkpoint": true, "coverage": 0.14606741573033707, "cx": 0.6968847050625474, "cycle": 2, "elite": 4, "mut": 0.08944271909999159, "novelty": 6.516576784308368, "objective": 0.9396786438394884, "reasons": {"consent": 1.0, "ece": 0.05, "eco_ok": 1.0, "rho": 0.9396786438394884, "rho_bias": 1.0}}
1759617545,85e4c3125e507ff1b9d517d0424b37d7b553c00f0bb737b1c4a4d870ed302fd1,d91c70c1654e24b99e118484daf161d77e01ab4a66162f7900140a3b15db9892,{"accepted": false, "best_score": 0.7276078409169956, "checkpoint": false, "coverage": 0.15730337078651685, "cx": 0.557827057593821, "cycle": 3, "elite": 4, "mut": 0.11416407864998737, "novelty": 2.7104642070843403, "objective": 0.9509899869232871, "reasons": {"consent": 1.0, "ece": 0.05, "eco_ok": 1.0, "rho": 0.9509899869232871, "rho_bias": 1.0}}
